"id","nombre","descripcion","precio_base","precio_oferta","descuento_porcentaje","oferta_activa","stock","estado","categoria_id","empresa_id","created_at","updated_at"
"125","Móvil - SAMSUNG Galaxy S24 Ultra 12GB/ 256GB/ 6.8""/ 5G/ Gris Titanium, Titanium Gray, 256 GB, 12 GB RAM, 6,8 ""","Bienvenido a la nueva era de la telefonía. Galaxy S24 Ultra es la estrella de la corona del nuevo lanzamiento de Samsung. El primer móvil con Inteligencia Artificial de la compañía supone toda una revolución, ya que ofrece sorprendentes funcionalidades que explotan todo el potencial de la Inteligencia Artificial. Descubre una nueva forma de comunicar, crear contenido, jugar y navegar con tu Galaxy S24 Ultra.","818.08","732.22","10","1","240","activo","1","2","2025-05-17 14:16:44","2025-05-17 14:16:44"
"126","Móvil - GOOGLE Pixel 8 Pro, Verde, 128 GB, 12 GB RAM, 6,7 "", OLED, Gorilla Glass Victus 2, 120 Hz, Anti-huellas, Google Tensor G3 (4 nm), 5,050 mAh, Android","Los momentos cotidianos a través de una lente profesionalEl sistema de cámaras actualizado de Pixel 8 Pro hace selfies más nítidos, primeros planos más cerca y fotos y vídeos más impresionantes.Cuenta con una triple cámara de 50MP+48MP+48MP para captar detalles aún más definidos, un Enfoque Macro mejorado y el mejor zoom que ha tenido nunca Pixel. Por otra parte, tenemos una cámara frontal de 10,5MP para que pueda hacer los selfies más nítidos hasta el momento. La Cámara Pixel permite grabar vídeos nítidos y fluidos con colores vivos y un audio claro, incluso en lugares concurridos y poco iluminados. La IA de Google aplica reducción de ruido para mejorar la calidad del vídeo con cualquier luz. No te preocupes por los vídeos inestables o imperfectos.","554.49","528.08","5","1","165","activo","1","2","2025-05-17 14:17:45","2025-05-17 14:17:45"
"127","Móvil - Xiaomi Redmi Note 14 Pro 5G, Negro medianoche, 256 GB, 8 GB RAM, 6.67"" AMOLED 1.5K, MediaTek Dimensity 7300-Ultra, 5110 mAh","El Redmi Note 14 Pro 5G incluye una impresionante cámara principal de 200 MP con estabilización óptica de imagen (OIS) y una apertura de f/1.65, diseñada para capturar imágenes nítidas y vibrantes. Su sistema de cámara triple incluye también una lente ultra gran angular de 8 MP y una macro de 2 MP, ofreciendo versatilidad para capturar paisajes amplios, primeros planos detallados y todo lo que hay entre ambos. Las funciones de IA como AI Beautify y AI Erase Pro permiten editar y mejorar tus fotos directamente en el dispositivo.","329.75","255.37","23","1","250","activo","1","2","2025-05-17 14:18:45","2025-05-17 14:18:45"
"128","Móvil - ONEPLUS 12 6,82P/5G/8N/12+256GB/B, Esmeralda, 512 GB, 16 GB RAM, 6,82 "", 3168 x 1440 pixel, Qualcomm Snapdragon 8 Gen3, 5400 mAh, Android","Rápido y suave, así es el móvil ONEPLUS 12 que ofrece potencia tu juego extremo durante más de 3 horas. Está hecho de aluminio fundido y vidrio resistente. Está equipado con Gorilla Glass Victus 2, lo que ayuda a protegerlo contra daños físicos y uso excesivo. El teléfono inteligente tiene una pantalla AMOLED de 6.82 pulgadas. Dispone de una batería de 5400mAh. Está equipado con carga rápida de 100W, así como carga inalámbrica y carga inversa.","697.17","580.98","17","1","110","activo","1","2","2025-05-17 14:19:59","2025-05-17 14:19:59"
"129","Móvil - SAMSUNG Galaxy A55 5G, Violeta, 256 GB, 8 GB RAM, 6,6 "", FHD+ Super AMOLED, Exynos 1480, 5,000 mAh, Android","Combinación perfecta de metal y cristalTe presentamos el nuevo Galaxy A55 5G. Mejoramos la sencillez característica de la Serie A de Galaxy con un diseño icónico que incluye un módulo de 3 cámaras y un marco metálico plano que facilita el agarre y lo hace más natural. Cuenta, además, con cristal Corning® Gorilla® Glass Victus®+, que lo hace más resistente y duradero.Mejora tus fotos y vídeosLa cámara de píxeles grandes absorbe más luz para dar lugar a colores más luminosos y precisos con menos ruido, incluso de noche. Así es como funciona la Nightography más increíble.Consigue fotos nítidas y llenas de detalle con la cámara de alta resolución Gran angular de 50 MP, que capta colores dinámicos y matices minúsculos para crear toda una experiencia visual. Es perfecta para inmortalizar momentos para compartir con tus seres queridos.La cámara selfie de 32 MP te permite sacar selfies de altísima calidad en tonos cálidos o naturales.","338.02",NULL,NULL,"0","80","activo","1","2","2025-05-17 14:20:44","2025-05-17 14:20:44"
"130","Móvil - XIAOMI Redmi Note 13 Pro, Verde, 512 GB, 12 GB RAM, 6,67 "", Full HD+AMOLED, Mediatek Helio G99 Ultra, 5000 mAh, Android","Pantalla AMOLEDPantalla de 6,67"" de gama alta. Con una alta frecuencia de actualización de 120 Hz, una amplia gama de colores DCI-P3 al 100 % y un bisel ultrafino, la pantalla ofrece imágenes delicadas, supernítidas y llamativas cargadas de colores brillantes. Las múltiples opciones de frecuencia de actualización se adaptan de forma inteligente a diferentes situaciones para reducir el consumo de energía y garantizar una visualización más estable, lo que te proporciona una experiencia de visualización más fluida.Experiencia audiovisual envolvente. La excelente relación de pantalla a cuerpo y los dos altavoces estéreo ofrecen unos efectos audiovisuales extraordinarios y una experiencia de visualización más atractiva.Triple certificación de TÜV Rheinland.","239.63","225.60","6","1","200","activo","1","2","2025-05-17 14:21:55","2025-05-17 14:21:55"
"131","Móvil - MOTOROLA Edge 40 5G, Negro, 256 GB, 8 GB RAM, 6,55 "", P-OLED, 144 Hz, Mediatek Dimensity 8020 (6 nm), 4400 mAh, Android","Autonomía para todo el díaEste Motorola dispone de una batería de larga duración de 4400 mAh y gracias a su carga rápida Turbo Power de 68W, tendrás tu batería lista en cuestión de minutos. Si quieres olvidarte de cables, puedes disfrutar con su carga inalámbrica de 15W.Mejora tu perspectivaObtén fotos de mejor calidad gracias al sistema avanzado de cámaras, que captura los detalles más increíbles, tanto de noche como de día. Máximo explendor con sus 50 MP para capturar los momentos más inesperados, incluso en condiciones de poca luz gracias a su apertura de f/1.4.Amplía tus horizontes con su gran angular de 120º para abarcar hasta cuatro veces más. De la misma manera, observa todos y cada uno de los detalles con el objetivo Macro Vision que te acerca cuatro veces más al sujeto.Inmersión audiovisualDisfruta de tus programas, vídeos y películas en una pantalla P-OLED sin bordes de 6,5"".","247.82","210.31","15","1","115","activo","1","2","2025-05-17 14:23:02","2025-05-17 14:23:02"
"132","Beurer FS 60 Sauna facial, vaporizador facial para el cuidado cosmético del rostro","LIMPIEZA DE LA CARA: La sauna facial es una base ideal para su rutina de belleza - el vapor caliente y vigorizante abre los poros, aumenta la circulación sanguínea de la piel y las impurezas, como los puntos negros y los granos, se pueden eliminar mejor.","26.51",NULL,NULL,"0","200","activo","4","5","2025-05-17 14:27:06","2025-05-17 14:27:06"
"133","Cinturón Calentador de Cintura Inalámbrico con Vibración Térmica y Apagado Automático","Diseño inalámbrico: La cómoda almohadilla eléctrica inalámbrica está diseñada para ofrecer la máxima movilidad y facilidad de uso. Con la función inalámbrica, puede disfrutar de los beneficios de un masaje en cualquier momento y en cualquier lugar sin estar atado a una toma de corriente.","49.58",NULL,NULL,"0","120","activo","4","5","2025-05-17 14:28:04","2025-05-17 14:28:04"
"134","Masajeador Cara Cuello Antiarrugas Masajeador Facial Reafirmante Mujer con Calor Luz LED","💝 【EMS Lifting & 45 ℃ Heat】Masajeador facial electrico con función caliente. Promueve la circulación sanguínea, acelera la absorción de nutrientes, combinado con el masaje EMS puede estimular los músculos faciales y hacer que tu rostro sea más firme y suave. Combina masaje con 3 intensidades para eliminar la suciedad de la capa cutánea y ralentizar el envejecimiento cutáneo.","21.49","20.52","5","1","80","activo","4","5","2025-05-17 14:29:02","2025-05-17 14:29:02"
"135","Alisador de Cabello, Planchas de Pelo Profesional, Calentamiento Rápido","[Facilitar el alisado del cabello]: El cepillo alisador de cabello TYMO RING combina las características de un plancha de pelo y un cepillo, lo que le permite peinar su cabello mientras lo alisa. Con una sola herramienta, puede alisar fácilmente su cabello y simplificar el proceso de alisado, haciendo que el alisado del cabello sea más fácil.","52.06","49.58","5","1","140","activo","4","5","2025-05-17 14:30:11","2025-05-17 14:30:11"
"136","Máscara para Ojos de Vapor","【Calidez duradera】La máscara de ojos con calefacción Flintronic es fácil de usar. No necesita microondas ni enchufe eléctrico, solo ábrala y colóquela, comenzará a calentarse sola. La máscara de ojos puede mantenerse caliente durante 30 a 40 minutos, controlando una temperatura de aproximadamente 40 ℃ (104 F), por lo que puede aliviar su ojo rojo/seco con un calor húmedo de larga duración.","7.43",NULL,NULL,"0","290","activo","4","5","2025-05-17 14:31:14","2025-05-17 14:31:14"
"137","Almohadilla Térmica Confort Cervical y Hombros","Tecnología Intellisense desarrollada en Europa. Multitemporizador para seleccionar entre 3 tiempos programables de 45, 60 y 90 minutos. Autoapagado de seguridad 8h. 4 niveles de temperatura. Doble tejido hipoalergénico, transpirable e interior de felpa. Calentamiento rapido en solo 5 minutos.","45.45","31.32","31","1","40","activo","4","5","2025-05-17 14:32:32","2025-05-17 14:32:32"
"138","Nekozen Masajeador Anticelulítico, Tensado Eficaz de la Piel Anticelulítico 12 Niveles de Succión Ajustable Portátil y Recargable (Blanco)","Resultados Visibles: Reduce la celulitis y las estrías, mejora la textura de la piel desde el primer uso, la potente tecnología de adsorción estimula eficazmente la circulación subcutánea, descompone las masas de grasa, ayuda a que la piel se vuelva más tersa y suave, y la celulitis se reduce significativamente.","40.49",NULL,NULL,"0","130","activo","4","5","2025-05-17 14:33:26","2025-05-17 14:33:26"
"139","Cuadernos A4+A5 con Espiral, Tapa Dura y Frase Motivacional","{2 cuadernos de alta resistencia} Estas libretas A4 y A5 se destacan con su tapa dura y encuadernación wire-0 de doble espiral, garantizando durabilidad y estilo en tus apuntes y proyectos.","13.14",NULL,NULL,"0","200","activo","8","9","2025-05-17 14:36:39","2025-05-17 14:36:39"
"140","PILOT Caja de 4 G2 - Bolígrafos Roller de Tinta de Gel","Un roller de tinta de gel indispensable: su punta de acero inoxidable y su bola de carburo de tungsteno resisten la presión, las caídas y los golpes; Su robusto cuerpo también es muy resistente al desgaste; Este bolígrafo roller Pilot nunca te defraudará.","7.01",NULL,NULL,"0","120","activo","8","9","2025-05-17 14:37:26","2025-05-17 14:37:26"
"141","Nicpro 2 Piezas Portaminas Metal Profesional 0,5 y 0,7 mm con Estuche","Nicpro portaminas MP1000 Series de 0.5 mm y 0.7 mm: viene con 2 lápices mecánicos de cuerpo completo de metal con 6 tubos de mina HB (0.5 mm y 0.7 mm), 2 gomas de borrar 4B-suaves, 9 recambios de mini borrador en una caja de almacenamiento resistente.","11.56",NULL,NULL,"0","150","activo","8","9","2025-05-17 14:38:22","2025-05-17 14:38:22"
"142","Pelikan, Set de 6 Subrayadores Fluorescentes, Marcadores en Colores Variados","La tinta fluorescente de los Textmarker 490 proporciona una visibilidad excepcional, haciendo que los textos resaltados se destaquen inmediatamente.","3.84",NULL,NULL,"0","100","activo","8","9","2025-05-17 14:39:14","2025-05-17 14:39:14"
"143","SHARPIE rotuladores permanentes | punta fina | colores surtidos estándares | paquete de 4 marcadores | material escolar ideal","Su soberbia tinta permanente marca en papel, plástico, metal y en casi cualquier otro tipo de superficie. Colores intensos y brillantes que crean impresiones personalizadas y vibrantes. Sorprendentemente resistente, la tinta se seca con rapidez y aguanta el desgaste y el contacto con el agua.","7.59","4.01","47","1","300","activo","8","9","2025-05-17 14:40:20","2025-05-17 14:40:20"
"144","OSAMA - Juego de 8 gomas de borrar para papelería, escuela, oficina, universidad y papelería, goma de borrar para material escolar y cosas para la escuela","Juego de gomas de borrar: gomas de borrar blancas empaquetadas individualmente, con forma rectangular, ideales para borrado preciso. Blister 8 piezas. Protección ajustable: cada goma tiene una película protectora con papel para arrancar según sea necesario, para ajustar el exceso. Indicado para lápiz de grafito: excelente para lápiz de grafito y para borrado sin manchas.","3.20",NULL,NULL,"0","400","activo","8","9","2025-05-17 14:41:25","2025-05-17 14:41:25"
"145","Faber-Castell 180984 - Sacapuntas con Manivela de Escritorio - Negro","Con el sacapuntas negro es posible afilar lápices y lápices de colores fácilmente. El sacapuntas con manivela es adecuado para lápices de madera redondos, triangulares y hexagonales. La guía del pasador se puede ajustar individualmente hasta un diámetro de 8,4 mm. El gran depósito de recogida para las virutas y los residuos de punta minimiza la limpieza después del afilado.","8.26","6.57","20","1","200","activo","8","9","2025-05-17 14:42:22","2025-05-17 14:42:22"
"146","Faber-Castell 65021 - Pack escolar con escuadra, cartabón, regla y semicírculo, color verde","Compuesto por una escuadra, un cartabón, una regla y un semicírculo. Incluye una funda para poder guardarlo. Muy útil en la escuela y en tu hogar.","6.90","5.74","17","1","200","activo","8","9","2025-05-17 14:43:26","2025-05-17 14:43:26"
"147","Paper Mate Liquid Paper DryLine Grip cinta correctora, colores surtidos, paquete de 2 + 1","La cinta correctora permite tapar errores al instante, es resistente a los desgarros y no necesita secarse. Su forma y agarre ergonómicos aportan una comodidad y un control superiores. Gracias a su diseño compacto, cabe cómodamente en un estuche o una agenda de bolsillo.","8.63","5.49","36","1","500","activo","8","9","2025-05-17 14:44:41","2025-05-17 14:44:41"
"148","Post-It Notas Super Sticky Colección Carnival, Paquete de 6 Blocs de Notas","Permanecen pegadas más firmes y por más tiempo. El adhesivo súper fuerte hace que permanezcan pegadas de forma aún más segura que las Notas Post-it originales. Las Notas Post-it Super Sticky están fabricadas 100% con fibras de papel certificadas por PEFC, con un adhesivo único basado en recursos renovables. Cada pack contiene 6 blocs (90 hojas/bloc).","19.00","9.97","48","1","340","activo","8","9","2025-05-17 14:46:20","2025-05-17 14:46:20"
"149","Cuaderno clásico, A5, rayado, Grande, negro","Bloc de notas grande con 240 páginas en blanco para notas, bocetos, reflexiones, etc.","11.56","8.83","24","1","200","activo","8","9","2025-05-17 14:47:25","2025-05-17 14:47:25"
"150","Carpeta de Fundas DELUXE en color Negro y Tamaño A3 con 20 Fundas Ultra Cristal y Lomo Personalizable","Carpeta con Tapas rígidas de alta resistencia y lomo personalizable.","10.33",NULL,NULL,"0","200","activo","8","9","2025-05-17 14:48:19","2025-05-17 14:48:19"
"151","Office Creative Cajón escritorio Oculto Adhesivo, organizador escritorio, cajones escritorio, bandeja extraible escritorio - GRANDE (20x24x7cm)","REGALO: Nuestro Cajón escritorio oculto incluye como REGALO un Clips de Soporte de Cables USB adhesivo para su escritorio o mesa de trabajo. Material de Calidad: Está hecho de plástico de alta calidad y durabilidad. Este producto es robusto y resistente, no se desgaste fácilmente con el uso diario.","10.32",NULL,NULL,"0","150","activo","8","9","2025-05-17 14:49:27","2025-05-17 14:49:27"
"152","Perforadora de 2 Agujeros 810-P, 12 Hojas de Capacidad, Azul","ROBUSTA - Perforadora con mango de ABS y piezas de trabajo totalmente metálicas para una perforación consistente. DISEÑO SENCILLO - Bandeja de confeti, ventanilla de personalización, base de goma para mayor estabilidad y bloqueo del mango para guardarla fácilmente.","3.46",NULL,NULL,"0","210","activo","8","9","2025-05-17 14:50:09","2025-05-17 14:50:09"
"153","Gomas elásticas – natural – Tamaños surtidos – Longitud plana: 30 mm, 60 mm, 80 mm – Ancho: 1,7 mm – Bolsa 100 g","Gomas elásticas – natural – Tamaños surtidos - bolsa 100 g","8.18",NULL,NULL,"0","230","activo","8","9","2025-05-17 14:51:02","2025-05-17 14:51:02"
